U(kt) FSum N PF(DU) F GSum N PG(DU) G G-F Widom 
-14.5026 0 364500 2.22507e-308 -701.145 0 256000 2.22507e-308 -715.648 -14.5026 -0.24607 
-14.0025 0 364500 2.22507e-308 -701.395 0 256000 2.22507e-308 -715.398 -14.0025 -0.24607 
-13.5024 0 364500 2.22507e-308 -701.645 0 256000 2.22507e-308 -715.148 -13.5024 -0.24607 
-13.0023 0 364500 2.22507e-308 -701.895 0 256000 2.22507e-308 -714.898 -13.0023 -0.24607 
-12.5023 0 364500 2.22507e-308 -702.145 0 256000 2.22507e-308 -714.648 -12.5023 -0.24607 
-12.0022 0 364500 2.22507e-308 -702.395 0 256000 2.22507e-308 -714.397 -12.0022 -0.24607 
-11.5021 0 364500 2.22507e-308 -702.645 0 256000 2.22507e-308 -714.147 -11.5021 -0.24607 
-11.002 0 364500 2.22507e-308 -702.895 0 256000 2.22507e-308 -713.897 -11.002 -0.24607 
-10.5019 0 364500 2.22507e-308 -703.145 0 256000 2.22507e-308 -713.647 -10.5019 -0.24607 
-10.0018 0 364500 2.22507e-308 -703.396 0 256000 2.22507e-308 -713.397 -10.0018 -0.24607 
-9.50171 0 364500 2.22507e-308 -703.646 0 256000 2.22507e-308 -713.147 -9.50171 -0.24607 
-9.00162 0 364500 2.22507e-308 -703.896 0 256000 2.22507e-308 -712.897 -9.00162 -0.24607 
-8.50153 0 364500 2.22507e-308 -704.146 0 256000 2.22507e-308 -712.647 -8.50153 -0.24607 
-8.00144 0 364500 2.22507e-308 -704.396 0 256000 2.22507e-308 -712.397 -8.00144 -0.24607 
-7.50135 0 364500 2.22507e-308 -704.646 0 256000 2.22507e-308 -712.147 -7.50135 -0.24607 
-7.00126 0 364500 2.22507e-308 -704.896 0 256000 2.22507e-308 -711.897 -7.00126 -0.24607 
-6.50117 0 364500 2.22507e-308 -705.146 0 256000 2.22507e-308 -711.647 -6.50117 -0.24607 
-6.00108 0 364500 2.22507e-308 -705.396 0 256000 2.22507e-308 -711.397 -6.00108 -0.24607 
-5.50099 0 364500 2.22507e-308 -705.646 2 256000 7.8125e-06 -14.5103 691.136 -0.24607 
-5.0009 1 364500 2.74348e-06 -10.3058 35 256000 0.000136719 -11.398 -1.0922 -0.24607 
-4.50081 11 364500 3.01783e-05 -8.15798 487 256000 0.00190234 -8.51507 -0.357092 -0.24607 
-4.00072 157 364500 0.000430727 -5.74968 4354 256000 0.0170078 -6.07444 -0.324767 -0.24607 
-3.50063 1128 364500 0.00309465 -4.02777 19855 256000 0.0775586 -4.30704 -0.279271 -0.24607 
-3.00054 4705 364500 0.0129081 -2.84963 49523 256000 0.193449 -3.14301 -0.29338 -0.24607 
-2.50045 10881 364500 0.0298519 -2.26128 71515 256000 0.279355 -2.5255 -0.264212 -0.24607 
-2.00036 14784 364500 0.0405597 -2.2048 60747 256000 0.237293 -2.43864 -0.233839 -0.24607 
-1.50027 12061 364500 0.0330892 -2.65841 30452 256000 0.118953 -2.87916 -0.220746 -0.24607 
-1.00018 6716 364500 0.0184252 -3.49394 10647 256000 0.0415898 -3.67999 -0.186046 -0.24607 
-0.50009 4336 364500 0.0118957 -4.18153 3951 256000 0.0154336 -4.42125 -0.239724 -0.24607 
0 3513 364500 0.00963786 -4.64206 2017 256000 0.00787891 -4.84357 -0.20151 -0.24607 
0.50009 3142 364500 0.00862003 -5.00371 1053 256000 0.00411328 -5.24349 -0.239777 -0.24607 
1.00018 2805 364500 0.00769547 -5.36721 648 256000 0.00253125 -5.47895 -0.111739 -0.24607 
1.50027 2522 364500 0.00691907 -5.72361 325 256000 0.00126953 -5.91897 -0.195363 -0.24607 
2.00036 2380 364500 0.00652949 -6.03161 166 256000 0.000648438 -6.34076 -0.309159 -0.24607 
2.50045 2211 364500 0.00606584 -6.35531 97 256000 0.000378906 -6.628 -0.27269 -0.24607 
3.00054 2081 364500 0.00570919 -6.66595 55 256000 0.000214844 -6.94533 -0.279381 -0.24607 
3.50063 1942 364500 0.00532785 -6.98512 40 256000 0.00015625 -7.01374 -0.0286149 -0.24607 
4.00072 1808 364500 0.00496022 -7.30667 19 256000 7.42187e-05 -7.50813 -0.201468 -0.24607 
4.50081 1687 364500 0.00462826 -7.62598 7 256000 2.73438e-05 -8.25662 -0.630638 -0.24607 
5.0009 1642 364500 0.0045048 -7.90306 3 256000 1.17188e-05 -8.85387 -0.950809 -0.24607 
5.50099 1570 364500 0.00430727 -8.19795 1 256000 3.90625e-06 -9.70244 -1.50449 -0.24607 
6.00108 1432 364500 0.00392867 -8.53999 0 256000 2.22507e-308 -705.396 -696.856 -0.24607 
6.50117 1438 364500 0.00394513 -8.78586 0 256000 2.22507e-308 -705.146 -696.36 -0.24607 
7.00126 1354 364500 0.00371468 -9.09609 0 256000 2.22507e-308 -704.896 -695.8 -0.24607 
7.50135 1265 364500 0.00347051 -9.41413 0 256000 2.22507e-308 -704.646 -695.232 -0.24607 
8.00144 1253 364500 0.00343759 -9.67371 1 256000 3.90625e-06 -8.45221 1.22149 -0.24607 
8.50153 1188 364500 0.00325926 -9.97702 0 256000 2.22507e-308 -704.146 -694.169 -0.24607 
9.00162 1190 364500 0.00326475 -10.2254 0 256000 2.22507e-308 -703.896 -693.67 -0.24607 
9.50171 1103 364500 0.00302606 -10.5513 0 256000 2.22507e-308 -703.646 -693.094 -0.24607 
10.0018 1147 364500 0.00314678 -10.7623 0 256000 2.22507e-308 -703.396 -692.633 -0.24607 
10.5019 1051 364500 0.0028834 -11.0997 0 256000 2.22507e-308 -703.145 -692.046 -0.24607 
11.002 999 364500 0.00274074 -11.4005 0 256000 2.22507e-308 -702.895 -691.495 -0.24607 
11.5021 1000 364500 0.00274348 -11.6496 0 256000 2.22507e-308 -702.645 -690.996 -0.24607 
12.0022 946 364500 0.00259534 -11.9551 0 256000 2.22507e-308 -702.395 -690.44 -0.24607 
12.5023 971 364500 0.00266392 -12.1791 0 256000 2.22507e-308 -702.145 -689.966 -0.24607 
13.0023 949 364500 0.00260357 -12.452 0 256000 2.22507e-308 -701.895 -689.443 -0.24607 
13.5024 888 364500 0.00243621 -12.7685 0 256000 2.22507e-308 -701.645 -688.877 -0.24607 
14.0025 896 364500 0.00245816 -13.0096 0 256000 2.22507e-308 -701.395 -688.386 -0.24607 
14.5026 805 364500 0.0022085 -13.3667 0 256000 2.22507e-308 -701.145 -687.778 -0.24607 
15.0027 826 364500 0.00226612 -13.591 0 256000 2.22507e-308 -700.895 -687.304 -0.24607 
15.5028 797 364500 0.00218656 -13.8768 0 256000 2.22507e-308 -700.645 -686.768 -0.24607 
16.0029 795 364500 0.00218107 -14.1294 0 256000 2.22507e-308 -700.395 -686.266 -0.24607 
16.503 823 364500 0.00225789 -14.3448 0 256000 2.22507e-308 -700.145 -685.8 -0.24607 
17.0031 706 364500 0.0019369 -14.7482 0 256000 2.22507e-308 -699.895 -685.147 -0.24607 
17.5032 777 364500 0.00213169 -14.9024 0 256000 2.22507e-308 -699.645 -684.742 -0.24607 
18.0032 771 364500 0.00211523 -15.1602 0 256000 2.22507e-308 -699.395 -684.235 -0.24607 
18.5033 759 364500 0.0020823 -15.4259 0 256000 2.22507e-308 -699.145 -683.719 -0.24607 
19.0034 743 364500 0.00203841 -15.6973 0 256000 2.22507e-308 -698.895 -683.197 -0.24607 
19.5035 741 364500 0.00203292 -15.95 0 256000 2.22507e-308 -698.645 -682.695 -0.24607 
20.0036 639 364500 0.00175309 -16.3482 0 256000 2.22507e-308 -698.395 -682.046 -0.24607 
20.5037 671 364500 0.00184088 -16.5494 0 256000 2.22507e-308 -698.145 -681.595 -0.24607 
21.0038 658 364500 0.00180521 -16.819 0 256000 2.22507e-308 -697.895 -681.076 -0.24607 
21.5039 632 364500 0.00173388 -17.1093 0 256000 2.22507e-308 -697.644 -680.535 -0.24607 
22.004 665 364500 0.00182442 -17.3085 0 256000 2.22507e-308 -697.394 -680.086 -0.24607 
22.5041 622 364500 0.00170645 -17.6254 0 256000 2.22507e-308 -697.144 -679.519 -0.24607 
23.0041 672 364500 0.00184362 -17.7981 0 256000 2.22507e-308 -696.894 -679.096 -0.24607 
23.5042 593 364500 0.00162689 -18.1732 0 256000 2.22507e-308 -696.644 -678.471 -0.24607 
24.0043 582 364500 0.00159671 -18.442 0 256000 2.22507e-308 -696.394 -677.952 -0.24607 
24.5044 527 364500 0.00144582 -18.7913 0 256000 2.22507e-308 -696.144 -677.353 -0.24607 
25.0045 555 364500 0.00152263 -18.9896 0 256000 2.22507e-308 -695.894 -676.905 -0.24607 
25.5046 544 364500 0.00149246 -19.2596 0 256000 2.22507e-308 -695.644 -676.384 -0.24607 
26.0047 533 364500 0.00146228 -19.5301 0 256000 2.22507e-308 -695.394 -675.864 -0.24607 
26.5048 586 364500 0.00160768 -19.6853 0 256000 2.22507e-308 -695.144 -675.459 -0.24607 
27.0049 491 364500 0.00134705 -20.1123 0 256000 2.22507e-308 -694.894 -674.782 -0.24607 
27.505 559 364500 0.00153361 -20.2326 0 256000 2.22507e-308 -694.644 -674.411 -0.24607 
28.005 549 364500 0.00150617 -20.5007 0 256000 2.22507e-308 -694.394 -673.893 -0.24607 
28.5051 538 364500 0.00147599 -20.771 0 256000 2.22507e-308 -694.144 -673.373 -0.24607 
29.0052 502 364500 0.00137723 -21.0903 0 256000 2.22507e-308 -693.894 -672.804 -0.24607 
29.5053 549 364500 0.00150617 -21.2508 0 256000 2.22507e-308 -693.644 -672.393 -0.24607 
30.0054 457 364500 0.00125377 -21.6843 0 256000 2.22507e-308 -693.394 -671.709 -0.24607 
30.5055 478 364500 0.00131139 -21.8894 0 256000 2.22507e-308 -693.144 -671.254 -0.24607 
31.0056 508 364500 0.00139369 -22.0786 0 256000 2.22507e-308 -692.894 -670.815 -0.24607 
31.5057 466 364500 0.00127846 -22.4149 0 256000 2.22507e-308 -692.644 -670.229 -0.24607 
32.0058 485 364500 0.00133059 -22.625 0 256000 2.22507e-308 -692.394 -669.769 -0.24607 
32.5059 462 364500 0.00126749 -22.9236 0 256000 2.22507e-308 -692.143 -669.22 -0.24607 
33.0059 454 364500 0.00124554 -23.1912 0 256000 2.22507e-308 -691.893 -668.702 -0.24607 
33.506 442 364500 0.00121262 -23.468 0 256000 2.22507e-308 -691.643 -668.175 -0.24607 
34.0061 469 364500 0.00128669 -23.6587 0 256000 2.22507e-308 -691.393 -667.735 -0.24607 
34.5062 438 364500 0.00120165 -23.9772 0 256000 2.22507e-308 -691.143 -667.166 -0.24607 
35.0063 468 364500 0.00128395 -24.161 0 256000 2.22507e-308 -690.893 -666.732 -0.24607 
35.5064 381 364500 0.00104527 -24.6167 0 256000 2.22507e-308 -690.643 -666.027 -0.24607 
36.0065 431 364500 0.00118244 -24.7434 0 256000 2.22507e-308 -690.393 -665.65 -0.24607 
36.5066 438 364500 0.00120165 -24.9773 0 256000 2.22507e-308 -690.143 -665.166 -0.24607 
37.0067 390 364500 0.00106996 -25.3435 0 256000 2.22507e-308 -689.893 -664.55 -0.24607 
37.5068 411 364500 0.00112757 -25.5411 0 256000 2.22507e-308 -689.643 -664.102 -0.24607 
38.0068 358 364500 0.000982167 -25.9292 0 256000 2.22507e-308 -689.393 -663.464 -0.24607 
38.5069 436 364500 0.00119616 -25.9821 0 256000 2.22507e-308 -689.143 -663.161 -0.24607 
39.007 386 364500 0.00105898 -26.354 0 256000 2.22507e-308 -688.893 -662.539 -0.24607 
39.5071 422 364500 0.00115775 -26.5148 0 256000 2.22507e-308 -688.643 -662.128 -0.24607 
40.0072 403 364500 0.00110562 -26.8109 0 256000 2.22507e-308 -688.393 -661.582 -0.24607 
40.5073 390 364500 0.00106996 -27.0938 0 256000 2.22507e-308 -688.143 -661.049 -0.24607 
41.0074 365 364500 0.00100137 -27.4101 0 256000 2.22507e-308 -687.893 -660.483 -0.24607 
41.5075 386 364500 0.00105898 -27.6042 0 256000 2.22507e-308 -687.643 -660.039 -0.24607 
42.0076 404 364500 0.00110837 -27.8086 0 256000 2.22507e-308 -687.393 -659.584 -0.24607 
42.5077 389 364500 0.00106722 -28.0965 0 256000 2.22507e-308 -687.143 -659.046 -0.24607 
43.0077 378 364500 0.00103704 -28.3753 0 256000 2.22507e-308 -686.893 -658.517 -0.24607 
43.5078 361 364500 0.000990398 -28.6713 0 256000 2.22507e-308 -686.643 -657.971 -0.24607 
44.0079 384 364500 0.0010535 -28.8596 0 256000 2.22507e-308 -686.392 -657.533 -0.24607 
44.508 334 364500 0.000916324 -29.2491 0 256000 2.22507e-308 -686.142 -656.893 -0.24607 
45.0081 394 364500 0.00108093 -29.334 0 256000 2.22507e-308 -685.892 -656.558 -0.24607 
45.5082 331 364500 0.000908093 -29.7583 0 256000 2.22507e-308 -685.642 -655.884 -0.24607 
46.0083 343 364500 0.000941015 -29.9727 0 256000 2.22507e-308 -685.392 -655.42 -0.24607 
46.5084 370 364500 0.00101509 -30.147 0 256000 2.22507e-308 -685.142 -654.995 -0.24607 
47.0085 346 364500 0.000949246 -30.4641 0 256000 2.22507e-308 -684.892 -654.428 -0.24607 
47.5086 320 364500 0.000877915 -30.7922 0 256000 2.22507e-308 -684.642 -653.85 -0.24607 
48.0086 341 364500 0.000935528 -30.9787 0 256000 2.22507e-308 -684.392 -653.413 -0.24607 
48.5087 367 364500 0.00100686 -31.1553 0 256000 2.22507e-308 -684.142 -652.987 -0.24607 
49.0088 385 364500 0.00105624 -31.3575 0 256000 2.22507e-308 -683.892 -652.535 -0.24607 
49.5089 346 364500 0.000949246 -31.7143 0 256000 2.22507e-308 -683.642 -651.928 -0.24607 
