            204
   5.0000000000   5.0000000000  15.0000000000
   0.9968727525   2.1501053313   5.3184822601
  -2.4504011375   0.9539903985  -5.1493748927
  -1.8013569313   1.2696878152   7.4924072449
   1.9574664003  -1.2102371516   4.4750578915
  -0.3820451059  -2.0979816919   1.1349745618
  -0.3883886527  -2.4161384176   3.7532640969
   2.2325078088   2.0327258315   7.3203874291
  -1.7620507354  -0.0094065046   3.1546854756
  -0.4647348245   1.8434665884  -1.9332613700
  -2.2711117679   1.2821184079  -2.9921785758
   1.4449614408   1.6415076862   6.4110051406
   1.7643292123  -0.6892731333   0.6451289609
   1.3303163433   0.0711963379   5.5636290199
   0.1387655879   2.1148328630  -6.5151396069
   2.0882301415   2.3226328272  -2.1355340689
   0.7442129688   1.2692394433   1.3625156319
   2.0923391487  -0.3070807133  -5.2598212883
   0.6011496551  -2.0077428402   3.3248173505
   0.5609402486  -1.1589736812   0.1265171112
   1.4924259309  -1.1187324636  -4.9345280660
  -0.1483846657   1.9109782614   1.1582470381
  -1.8421896459  -2.4063090072  -6.4358282291
  -0.1457994715   0.6147777842   0.7561295881
  -0.8620210882  -1.2563172963   4.0046501989
  -1.5660930221   1.0242672717   2.4359866085
   1.0414027993  -0.0952276875  -2.3151741183
   2.1622387083  -0.4351839761  -1.4241466078
  -0.6560048112  -0.1974800949   3.7413110315
   1.2761317706  -0.8999535416   5.2089429212
   1.5702340065  -2.1379463701   1.7304594193
   2.1477641917   0.3061916580   6.1969249954
   0.2341028376   1.7019030391  -0.1060053010
  -1.9228359132  -0.4881154956   4.2657457634
  -0.3288003955  -1.7422578817   4.7971348065
   2.3184024769   1.9821167729   3.2194129051
   1.2761765473  -1.5363472214   0.9978807032
   0.4998239128  -2.2806267335   4.5072856660
  -0.2379943828   1.8208163869   5.2710653290
  -0.8000368941   1.5471377590  -3.7228976204
  -1.0170116561   0.0911850917   2.0718255524
  -1.8697484477  -1.4576777676  -6.9954637392
  -1.0171996115   1.7847531859   7.1461262479
   0.2559152233   1.1405289199  -1.1023586650
  -1.0761346558  -0.5182625999  -5.7708871245
  -1.5100738545  -2.3246935722   5.5747402798
   2.0096663283  -0.0083311413   4.6263569482
   2.0923608893   1.3326925009   5.6045358929
  -2.2751525672  -1.7635772958  -2.1155705049
  -0.9951288064   0.9429196029   6.5527724512
  -1.2162864643  -1.2673429341   5.4498559888
   2.4035226305  -2.0262923888   2.6078738237
   1.5346964679  -2.4346363172  -4.6480974879
  -0.6722665135   2.3493557592  -3.1735791050
  -0.2398821780  -0.0685192611  -6.4495274821
   2.0893993662   0.6642425115  -6.8688563748
  -0.1424923857   1.0230158472   7.2045352201
   1.9174592692  -0.7582983615  -2.3984641717
  -0.4831308248   1.3107929224   2.1728077072
  -1.8192518383  -0.3491184669   5.5059743717
  -1.1860217430   1.5108641428   5.5829760992
   1.5408913402  -2.1556707935  -3.3984460345
  -1.7329023507  -1.2152096843  -0.9020322487
   2.4552369263   0.4032519715   2.7206383416
  -1.9350523953  -0.1858805381  -4.8483203940
   1.5531285335   1.8253379341  -2.9221976213
   0.8441009712   1.7855132820  -7.4716022576
  -2.2166847658   0.3186389888   7.1772248823
  -1.2310223431  -2.3384982015   4.5655437087
  -0.3587771031  -2.4558971913  -5.6708510474
   1.4375208923   0.8133324521  -6.0625489903
   0.8718663448  -0.9389294758  -3.0541356382
  -1.2017129261   1.2839843158   4.4699079388
  -0.3071500409  -1.9733960936   2.1904282785
  -2.0620951726  -1.0352744461   3.0215097699
  -2.3079655497  -1.9538746402   4.9441223766
   0.4515175947   1.6034841975   6.0254014359
   0.7051486593   0.8536187385  -7.0724055275
   0.2753386577  -0.8946711958   5.8038742805
   1.2706097926  -2.2206398169  -5.9001057407
   2.0377421003   0.6108845668  -2.3044703030
  -0.3234621734  -1.4634572998  -1.2421085746
  -1.8845111715   1.2634387276  -6.3021206597
