             64
   4.5000000000   4.5000000000   4.5000000000
  -0.7699220702   6.0571229904   0.0457899025   0.6069532111  -0.8435038469   1.1703473147
  -0.1118686948   6.7730592165   0.6064342871   0.3251206908  -0.0066473888   0.4324909759
   0.6142019494   6.9434414662  -0.2324413638   0.0516286407  -0.0089414252   0.1953099202
   0.2675295604   5.9067800034   0.0226513962  -0.1442679848  -0.0102031880  -0.0760422492
   0.9480093198   5.9006677975  -0.8700025049  -0.0195708068   0.2902957753   0.0169581765
   0.7539369176   6.9167125548  -1.3057891538  -0.6703140679   0.3753746057   0.5051218395
   0.0438466872   6.1633934077  -1.7396130527   0.1441730992   0.2453401097  -0.6022443142
  -0.5570657982   5.2552572025  -2.0118516722   1.7780808757  -0.9978470491  -0.0617343478
  -0.8998280940   4.2006261062  -1.8381038471  -2.6664990555   0.4350435534  -0.1323161541
  -1.4758282314   3.4922444966  -2.4910513081   0.1313969187  -1.1982010953  -0.8285865578
  -1.4106874336   3.2377559838  -1.3997615553  -0.8968781543  -0.4969540678  -0.6036765621
  -1.1118829380   4.1035381516  -0.7508716088   0.1725878180  -1.2310736525  -0.1166503618
  -1.6866012440   4.7454858351  -0.0314808304   0.2246342977  -0.6583050618  -0.5861801565
  -0.6775028701   4.9607756484  -0.4733991661   0.4097617390   1.0612208016   0.6742522794
   0.3659187648   4.7677780199  -0.8393831212   0.6172449451   0.1697877081   1.7358751559
   0.9913807107   4.0191297663  -1.3945805605   0.3192990965   0.8782760475   0.4448707382
   1.3265217488   3.0185959503  -1.7773776551  -1.5587630762   0.6337515091  -0.5602587160
   1.3363068504   3.1339571400  -0.6609023538  -0.7793724905  -0.2919319027  -0.4714421287
   1.8499852958   2.1373033213  -0.6085891705  -0.7399051133  -0.3000004654  -1.0127035169
   2.4772924121   2.2202386813  -1.5356968015   0.1922158244   0.6175808565  -0.2999210807
   2.4014473104   1.1359151377  -1.8157164861   0.1392489337   0.5232205737   0.0798177784
   1.4559035489   1.7405491628  -1.8326203306  -0.3235061868  -0.2073439065  -0.1668080213
   0.7423217098   0.8974939309  -2.0325700359   0.9766106536  -1.1031525474  -1.0296430196
   1.5410235643   0.3309502708  -1.4839128746   0.7191912581   0.1192612393   0.6073576297
   1.8055486301  -0.6076716654  -2.0397333514   0.8227378160   0.5993474252  -0.1540910456
   2.2312446736  -1.6028730552  -2.3368496959   0.4917696531   0.3929814312   0.0629413943
   2.5117625706  -1.2870661840  -3.3768000691  -0.1295659098  -0.6159170747  -0.4110358650
   3.2393395902  -0.5196670785  -3.7531660391  -1.0602073597   0.5261808831   0.1185859234
   3.8323018812  -0.0782492772  -2.9084962238   0.2281713505  -0.4190357555  -0.2918993738
   2.9075439792   0.3235326628  -2.4152263712   0.7419969526  -0.5350616692   0.7659017484
   2.6759724835   0.3101384831  -1.3169931126   1.0044445976  -0.8298690641   0.8176454838
   2.1599522958  -0.6435411702  -1.0269253022   0.4404320759  -0.4427869249   1.0869291173
   1.3454338805  -0.2906713144  -0.3399291842   0.4401577015  -2.5286079436   2.1579684749
   0.6771791750   0.3917071740   0.2497455560  -0.0567629996  -0.9157854739  -0.2715487795
  -0.3532998518   0.0545510924   0.5401931478  -0.1915393190   0.8347036008   1.2822732576
   0.4431826937  -0.5357277248   1.0666031821   0.5023065161  -0.6322172428  -1.4124481642
   1.5393461981  -0.3409197254   0.9237869826   0.1431310521   1.3405802430  -1.4782551569
   1.9978330982  -0.9653861910   0.1115355157  -0.7359098216  -0.2149249492  -0.7785554624
   0.9314223969  -1.2315991797   0.3391753832  -0.4458182673  -0.8093070688  -0.1146801141
   0.1616009813  -0.5444736762  -0.1025876524   0.7385997195   0.1004555105  -0.7636009992
  -0.4238964283  -1.2299514824   0.5661679175   0.5474576021   1.1195841948   0.1136655361
   0.1785728216  -1.6126134317   1.4324944653  -0.9832000899  -0.6225339242   0.4086257665
   0.9651410726  -0.9130422907   1.8221502839  -1.0943419479   0.7932297247  -1.9088212975
   1.4265951383  -1.8512864479   1.4138867727  -0.8731760400  -0.1424526472   0.4914824298
   1.9250894457  -2.1490726768   0.4532891272   0.3318400893   1.9319734652   0.4737415493
   2.6782807126  -2.5356032189   1.1903224417  -0.6320701279  -0.6383930450   0.1107777636
   2.8678066710  -1.9455545777   0.2544573008   1.4410074778   0.5553674554   1.2832530843
   2.5421750997  -3.0196587917   0.2680686582  -0.6707630527   1.1554358467  -1.8849223145
   1.4294463300  -3.1404339944   0.3527391100  -0.3808061090  -0.3337240259  -0.1985034320
   0.7326299503  -2.5635555466   1.0172533991   0.9136669266   0.0176050493   0.8538980837
  -0.1904435749  -3.1972042038   0.9375935180   0.7503162031   0.2049498439   1.2565342565
  -0.3136667154  -2.4970928830   1.8062598783  -0.5479767806   1.0886517081   0.3601378311
  -1.2262149153  -3.0547617735   2.1471150375   0.3073292063  -0.3776502311   0.2509916543
  -1.3358236969  -3.4736170368   1.1115150978  -0.2137796466   0.6853251655  -0.1237811887
  -2.3016113399  -4.0253683317   1.2623321710   0.5016924353  -0.7490271002  -0.7895653758
  -3.3411011697  -3.6134202525   1.3607228507   0.3433099842  -1.4323229979   0.3980012443
  -4.3426214996  -3.9870498995   1.7031830190  -0.8343878735   0.0129104685  -1.4693875367
  -4.4416015621  -5.0052831297   2.1650543063   0.5861983662   0.3758991858  -0.3647142154
  -4.7084923150  -6.0345409644   2.5246633827   0.6700712036   0.5360422341   0.1558882547
  -4.6042453630  -5.9388196762   3.6381673381  -1.5754131028  -0.3906528769   0.4457743793
  -5.6115879932  -5.8490140355   4.1251137655  -1.3977537813   0.8564870511   0.5832917867
  -5.5984677148  -6.8053724222   3.5376381964   0.5405698474   0.8106575040   0.7011874458
  -5.8842642815  -7.8371574465   3.8747747189  -0.1680842270   1.2687455277   1.5023983592
  -6.9425022242  -8.2113807377   3.8715447835   0.4952786134  -0.5718906859  -2.5802791248
