             64
   4.5000000000   4.5000000000   4.5000000000
   1.8979464909   5.0789092225   0.7791780655   0.1596361752   1.5666702872   0.8615984181
   0.7781696645   5.1622292141   0.5718502364  -0.2416936675   0.0786970516  -0.2539631085
   0.4627860878   4.6374492016  -0.3958046191   0.6375514004   0.1437348978   0.7326868942
  -0.3558864803   4.0678986850   0.1111038399  -0.4051520178  -0.1314237668  -1.9874713631
  -0.6364260669   3.9662378747  -0.9644857215   0.3626225074   1.5860396999   0.2178517928
  -1.0989623553   3.3159276576  -1.7370537290   0.6302284861  -0.3627684851   0.3238888755
  -1.2350621010   2.3558456511  -1.1423147223   0.1010157588  -0.1536584190   0.0679487823
  -1.1855679613   1.5957821481  -0.2988021532  -0.6269553794  -1.8094284657  -2.1260832294
  -0.5187091765   2.2741738912   0.2987095525   1.6340081740   0.6828389670   0.0975230686
   0.1460656970   1.5413387508  -0.2146985647  -0.5278202682  -0.2324954978   0.8413745514
   0.5469194051   1.9771138544   0.7377463401  -0.2919176839  -1.1231162140   0.2815484469
  -0.4066214794   1.4399689089   0.9584740162   0.9697774007  -1.1952824791   0.0030078028
  -0.5114333653   0.8026354359   0.0317941141   0.4291860867  -0.0209089366   0.8300118622
  -1.5079193622   0.9650420025   0.5392282000   0.8929115012   0.6560726226   0.3238281439
  -1.2705652492   0.1820282290  -0.2400429603   2.3121169542   0.8922662933   0.6750394652
  -2.2516831954  -0.2171286299   0.1306148858   0.5482052285   0.9798927446  -0.1402931104
  -2.1564050821   0.8246033776  -0.2531996849  -1.2901956467  -1.8069034190  -0.4107864654
  -1.4884088983   1.0660731142  -1.1213376880   0.4557834350   0.1343626387   0.5408511002
  -0.5484682233   1.6636323067  -1.0862637074  -0.7433708445   0.0296867249   1.8017627633
  -0.2061933712   0.5899677299  -1.0686583084  -0.1025153756   0.6478036724  -0.8103582166
  -1.1053616832   0.4188269724  -1.7163183733   1.0072488273  -0.5547377631   0.1056254555
  -1.6132866925   1.3057744928  -2.1640354740   0.0312328870  -1.3860736889   0.5717526000
  -1.8199396749   0.4081764297  -2.7890691743  -0.7828277689  -0.6444824519  -0.3092084203
  -0.7273730353   0.6150929215  -2.7425691378  -0.4575749512  -0.5011902075   1.0621422988
  -0.2960275807  -0.2146755511  -3.3533955578   0.4849214988   1.2373389819   0.0611472612
   0.7254270396   0.0053824614  -2.9795630755  -1.2839491856   1.0287036639  -0.7689486983
   0.4282035186   0.9936721467  -2.5099058211   1.0906241009  -0.6144874874  -1.4904661375
  -0.0048270627   0.1544156698  -1.9041809848   2.0060778085  -0.3831103695   2.0151209305
   0.7287177858   0.9006038456  -1.4847216907  -2.0551657069  -0.9755969964  -0.8900999642
   1.1414299636   1.6732282166  -2.1682897392  -0.0343951989  -0.0022293023  -1.0239760038
   1.5054454778   0.6557183974  -2.5168352303  -0.0279465193  -0.7227720519  -0.3005699661
   2.2400063749   0.0442182293  -1.9028700173  -0.3036812234   0.8374122304   1.5649245271
   1.5897666229   0.4439234431  -1.0931520506  -2.1922409221  -1.3472950220   0.2858671398
   2.4277414560  -0.2732995557  -0.9512968843  -2.0712860073   1.1254068199   2.2431281998
   1.9005032244  -0.8721324479  -1.7581244100  -0.1411328043  -0.9642632519  -1.3395185649
   0.8955968813  -0.5314901913  -1.3862223020   0.2075493162   0.6023701517  -1.7147342932
   0.4984386912  -0.9007928439  -0.4009291278  -0.8352351818   1.2527346478  -0.5209139954
   0.9593724730  -1.8962320241  -0.1300057145   1.1250693777   0.0997664746  -1.9821358137
   1.4063445088  -1.3074191930  -0.9798332618  -0.5106741220  -0.7960384260   0.3556948220
   2.3640461233  -1.2186279744  -0.3939733662  -0.8470159006   1.5298985224  -0.0035883802
   2.6905683355  -1.8551772608   0.4595560358   0.6921595363   0.5150316055  -0.7861316267
   2.2483115772  -2.3332424692  -0.4642731659   0.3417640498  -2.3998553144   0.4476438778
   2.0430523258  -2.5758912515   0.6235056071   1.9761168270  -0.4411147262   1.5116437963
   1.2718116948  -2.3322511997   1.4085575866   1.0696649193   2.3485584330  -0.8755213092
   1.4323241079  -1.4687521079   2.1056210666   0.0343573600  -0.1847209059  -0.5416490710
   2.2932518113  -2.1277235540   2.4079527971  -0.5972483731   0.8912026053  -1.1478007864
   2.5501375690  -1.6246025189   1.4358951461   1.5211950206  -1.3855580071   0.9623970431
   3.0097648685  -2.6327078379   1.5616113273   1.0881477963  -0.3128045714   0.1354783201
