U(kt) FSum N PF(DU) F GSum N PG(DU) G G-F Widom 
10.5019 13 1058400 1.22827e-05 -16.5583 0 2508800 2.22507e-308 -703.145 -686.587 7.95062 
11.002 11 1058400 1.0393e-05 -16.9754 2 2508800 7.97194e-07 -8.54118 8.43419 7.95062 
11.5021 12 1058400 1.13379e-05 -17.1384 2 2508800 7.97194e-07 -8.29113 8.84727 7.95062 
12.0022 14 1058400 1.32275e-05 -17.2343 1 2508800 3.98597e-07 -8.73423 8.50006 7.95062 
12.5023 19 1058400 1.79516e-05 -17.179 0 2508800 2.22507e-308 -702.145 -684.966 7.95062 
13.0023 16 1058400 1.51172e-05 -17.6009 1 2508800 3.98597e-07 -8.23414 9.36671 7.95062 
13.5024 14 1058400 1.32275e-05 -17.9844 1 2508800 3.98597e-07 -7.9841 10.0003 7.95062 
14.0025 12 1058400 1.13379e-05 -18.3886 0 2508800 2.22507e-308 -701.395 -683.007 7.95062 
14.5026 18 1058400 1.70068e-05 -18.2332 0 2508800 2.22507e-308 -701.145 -682.912 7.95062 
15.0027 17 1058400 1.6062e-05 -18.5404 0 2508800 2.22507e-308 -700.895 -682.355 7.95062 
15.5028 13 1058400 1.22827e-05 -19.0587 0 2508800 2.22507e-308 -700.645 -681.586 7.95062 
16.0029 24 1058400 2.26757e-05 -18.6957 0 2508800 2.22507e-308 -700.395 -681.699 7.95062 
16.503 24 1058400 2.26757e-05 -18.9457 0 2508800 2.22507e-308 -700.145 -681.199 7.95062 
17.0031 20 1058400 1.88964e-05 -19.3781 0 2508800 2.22507e-308 -699.895 -680.517 7.95062 
17.5032 13 1058400 1.22827e-05 -20.0589 0 2508800 2.22507e-308 -699.645 -679.586 7.95062 
18.0032 19 1058400 1.79516e-05 -19.9295 0 2508800 2.22507e-308 -699.395 -679.465 7.95062 
18.5033 16 1058400 1.51172e-05 -20.3513 0 2508800 2.22507e-308 -699.145 -678.793 7.95062 
19.0034 18 1058400 1.70068e-05 -20.4836 0 2508800 2.22507e-308 -698.895 -678.411 7.95062 
19.5035 33 1058400 3.11791e-05 -20.1275 0 2508800 2.22507e-308 -698.645 -678.517 7.95062 
20.0036 16 1058400 1.51172e-05 -21.1015 0 2508800 2.22507e-308 -698.395 -677.293 7.95062 
20.5037 17 1058400 1.6062e-05 -21.2909 0 2508800 2.22507e-308 -698.145 -676.854 7.95062 
21.0038 20 1058400 1.88964e-05 -21.3784 0 2508800 2.22507e-308 -697.895 -676.516 7.95062 
21.5039 26 1058400 2.45654e-05 -21.3661 0 2508800 2.22507e-308 -697.644 -676.278 7.95062 
22.004 20 1058400 1.88964e-05 -21.8785 0 2508800 2.22507e-308 -697.394 -675.516 7.95062 
22.5041 22 1058400 2.07861e-05 -22.0333 0 2508800 2.22507e-308 -697.144 -675.111 7.95062 
23.0041 21 1058400 1.98413e-05 -22.3298 0 2508800 2.22507e-308 -696.894 -674.565 7.95062 
23.5042 22 1058400 2.07861e-05 -22.5333 0 2508800 2.22507e-308 -696.644 -674.111 7.95062 
