            239
    15.67888339    15.67888339    15.67888339
   5.3972775868   4.4384913875  -1.8428191195
  -4.1551336414   5.6613807030  -1.8643003713
  -6.4808060174  -5.4150962664  -1.2375233002
  -2.7799618580  -2.3381033820  -4.1417134544
   4.1703693327  -7.8207970621  -0.7900695255
  -6.6390512036  -4.2137729010   3.4507002625
   3.7369928631   1.8731181189   3.9485841389
  -4.4749044175  -3.2516558044  -0.7372128615
   3.1891524395  -5.0045902296  -7.6744106578
   1.6753143780   4.0648591515   2.8861764032
   4.0729618062   4.2065416636   7.4990847247
  -6.4084193467   7.1727347010  -0.7122879777
   7.5837852287  -6.2353300270  -1.4469493916
   5.5091728440   7.2324882679  -4.6088714429
  -0.2944332779   1.5181338370   0.5179879871
   3.7758073126  -6.5519040568   1.7229751695
   6.6493257868   7.3801731668   0.3708187116
  -3.9856821836  -2.8185180694   5.8436317086
   5.1414456430  -5.3537247843   2.8464639967
  -5.1026926647   5.5904103586   4.8199073895
   1.5615987708  -6.6139200586   1.1580132403
  -4.5488647058   7.3973254007  -5.9331592078
   2.1187513401  -7.2844751971  -7.7594822264
   2.7435529929   1.2137607321   7.5667873711
   3.6111439679   6.0742480035  -2.3950663647
   3.6665193752   5.4525050767  -6.4921213610
   1.8391056385  -7.0219575265   5.5605956704
   3.5174220202  -7.7746242729  -1.6773722590
  -0.5475001892  -6.0101903956  -6.8630129559
   2.5287176474   0.4373316137   4.6292755816
   5.6744820914   4.2571279300  -0.7813449157
   1.0627865091   2.2492414247   6.3938692162
  -5.1127587826  -0.5656707061   4.4941261384
   0.6998896630  -3.4391741289  -4.9495484312
  -2.5860866115  -4.2008220812   4.1589464083
   7.3406774718  -6.2653826801   5.9564449469
  -4.1846985846   6.7502502268   2.3679090419
  -0.1117208508   5.8573636263  -4.0498112841
   5.9945427042  -0.4891777292   5.3665001657
  -5.3930784273   0.3887052322   6.0057441117
  -0.3752013616  -0.0723200855  -4.0094956896
   2.8074844837  -2.9680765066  -3.6101934098
